Part,Location,Model,Date,Value
PD3978,A,Weighted Ensemble,2025-07-01,881.4635437802914
PD3978,A,Weighted Ensemble,2025-08-01,858.0395033541374
PD3978,A,Weighted Ensemble,2025-09-01,884.0072046184446
PD3978,A,Weighted Ensemble,2025-10-01,819.6839192494092
PD3978,A,Weighted Ensemble,2025-11-01,690.4587443104285
PD3978,A,Weighted Ensemble,2025-12-01,719.3062444817341
PD3978,B,SARIMA,2025-01-01,564.3150110215284
PD3978,B,SARIMA,2025-02-01,593.1634849266565
PD3978,B,SARIMA,2025-03-01,581.2081532565019
PD3978,B,SARIMA,2025-04-01,565.4500912263692
PD3978,B,SARIMA,2025-05-01,604.2181048646919
PD3978,B,SARIMA,2025-06-01,832.0881324473104
PD3978,B,SARIMA,2025-07-01,838.7658951394761
PD3978,B,SARIMA,2025-08-01,888.1026864012339
PD3978,B,SARIMA,2025-09-01,842.4662625211124
PD3978,B,SARIMA,2025-10-01,821.6765353329292
PD3978,B,SARIMA,2025-11-01,648.3669168717798
PD3978,B,SARIMA,2025-12-01,652.6595284796713
PD3978,B,Prophet,2025-01-01,506.6533634232017
PD3978,B,Prophet,2025-02-01,527.0389608856301
PD3978,B,Prophet,2025-03-01,572.6772675530372
PD3978,B,Prophet,2025-04-01,540.612052541183
PD3978,B,Prophet,2025-05-01,562.4410431560561
PD3978,B,Prophet,2025-06-01,803.2753898891045
PD3978,B,Prophet,2025-07-01,781.625227095921
PD3978,B,Prophet,2025-08-01,855.7770631237072
PD3978,B,Prophet,2025-09-01,813.5719771587934
PD3978,B,Prophet,2025-10-01,822.7862492846418
PD3978,B,Prophet,2025-11-01,667.2117678240047
PD3978,B,Prophet,2025-12-01,631.0513756286712
PD3978,B,XGBoost,2025-01-01,397.6983642578125
PD3978,B,XGBoost,2025-02-01,568.426025390625
PD3978,B,XGBoost,2025-03-01,645.5213623046875
PD3978,B,XGBoost,2025-04-01,552.714111328125
PD3978,B,XGBoost,2025-05-01,511.3734130859375
PD3978,B,XGBoost,2025-06-01,684.2113647460938
PD3978,B,XGBoost,2025-07-01,705.005615234375
PD3978,B,XGBoost,2025-08-01,807.1671142578125
PD3978,B,XGBoost,2025-09-01,820.2807006835938
PD3978,B,XGBoost,2025-10-01,777.3165893554688
PD3978,B,XGBoost,2025-11-01,778.4959716796875
PD3978,B,XGBoost,2025-12-01,733.7880249023438
PD3978,B,N-HiTS,2025-01-01,375.1361246087454
PD3978,B,N-HiTS,2025-02-01,452.6686842609191
PD3978,B,N-HiTS,2025-03-01,482.74265779474257
PD3978,B,N-HiTS,2025-04-01,450.8112599003818
PD3978,B,N-HiTS,2025-05-01,449.8960759779814
PD3978,B,N-HiTS,2025-06-01,599.0975021267052
PD3978,B,N-HiTS,2025-07-01,777.2241960932263
PD3978,B,N-HiTS,2025-08-01,922.6405761859422
PD3978,B,N-HiTS,2025-09-01,846.4642958819193
PD3978,B,N-HiTS,2025-10-01,795.7671348704332
PD3978,B,N-HiTS,2025-11-01,636.0088438718178
PD3978,B,N-HiTS,2025-12-01,635.1331195920558
PD3978,B,ETS,2025-01-01,546.5944986250413
PD3978,B,ETS,2025-02-01,593.0888321303439
PD3978,B,ETS,2025-03-01,601.3569247928735
PD3978,B,ETS,2025-04-01,581.6531783747922
PD3978,B,ETS,2025-05-01,617.7201177055025
PD3978,B,ETS,2025-06-01,853.5637009161148
PD3978,B,ETS,2025-07-01,820.9323982623628
PD3978,B,ETS,2025-08-01,894.8268641763829
PD3978,B,ETS,2025-09-01,886.9908216204191
PD3978,B,ETS,2025-10-01,871.935547994411
PD3978,B,ETS,2025-11-01,725.1404394486732
PD3978,B,ETS,2025-12-01,694.3713352671051
PD3978,B,Weighted Ensemble,2025-01-01,500.2364882016858
PD3978,B,Weighted Ensemble,2025-02-01,562.9269064165422
PD3978,B,Weighted Ensemble,2025-03-01,594.8584553280484
PD3978,B,Weighted Ensemble,2025-04-01,553.1970315398305
PD3978,B,Weighted Ensemble,2025-05-01,565.0387324111302
PD3978,B,Weighted Ensemble,2025-06-01,783.2675739273602
PD3978,B,Weighted Ensemble,2025-07-01,783.4175745442512
PD3978,B,Weighted Ensemble,2025-08-01,855.4222126536831
PD3978,B,Weighted Ensemble,2025-09-01,826.2960712715164
PD3978,B,Weighted Ensemble,2025-10-01,810.5424433496482
PD3978,B,Weighted Ensemble,2025-11-01,688.984615633582
PD3978,B,Weighted Ensemble,2025-12-01,665.9739976403936
PD238,A,SARIMA,2025-01-01,4.671182296820104
PD238,A,SARIMA,2025-02-01,5.851992638650516
PD238,A,SARIMA,2025-03-01,5.678985047445299
PD238,A,SARIMA,2025-04-01,5.320678141443536
PD238,A,SARIMA,2025-05-01,5.681096587481985
PD238,A,SARIMA,2025-06-01,8.67405518670885
PD238,A,SARIMA,2025-07-01,8.475817894416123
PD238,A,SARIMA,2025-08-01,9.046701475764829
PD238,A,SARIMA,2025-09-01,9.040231148835593
PD238,A,SARIMA,2025-10-01,8.633023407035187
PD238,A,SARIMA,2025-11-01,7.020819638684467
PD238,A,SARIMA,2025-12-01,6.68170236954318
PD238,A,Prophet,2025-01-01,5.8843686064820435
PD238,A,Prophet,2025-02-01,5.839413609855861
PD238,A,Prophet,2025-03-01,5.625397334418453
PD238,A,Prophet,2025-04-01,5.46529797670885
PD238,A,Prophet,2025-05-01,5.921008429353411
PD238,A,Prophet,2025-06-01,8.536792813290223
PD238,A,Prophet,2025-07-01,8.326479243638286
PD238,A,Prophet,2025-08-01,8.429962902944952
PD238,A,Prophet,2025-09-01,8.836731965891698
PD238,A,Prophet,2025-10-01,8.064310144812186
PD238,A,Prophet,2025-11-01,7.0143198855508775
PD238,A,Prophet,2025-12-01,6.675989654106767
PD238,A,XGBoost,2025-01-01,5.946523189544678
PD238,A,XGBoost,2025-02-01,7.050182342529297
PD238,A,XGBoost,2025-03-01,6.280628204345703
PD238,A,XGBoost,2025-04-01,5.214624881744385
PD238,A,XGBoost,2025-05-01,7.042459964752197
PD238,A,XGBoost,2025-06-01,7.284071445465088
PD238,A,XGBoost,2025-07-01,7.293692588806152
PD238,A,XGBoost,2025-08-01,7.225108623504639
PD238,A,XGBoost,2025-09-01,7.683401584625244
PD238,A,XGBoost,2025-10-01,7.692630767822266
PD238,A,XGBoost,2025-11-01,6.735518455505371
PD238,A,XGBoost,2025-12-01,7.416519641876221
PD238,A,N-HiTS,2025-01-01,3.1071707289542543
PD238,A,N-HiTS,2025-02-01,4.1415488181841615
PD238,A,N-HiTS,2025-03-01,4.65449489432635
PD238,A,N-HiTS,2025-04-01,3.7634596575964108
PD238,A,N-HiTS,2025-05-01,4.457971997152964
PD238,A,N-HiTS,2025-06-01,6.947380733872614
PD238,A,N-HiTS,2025-07-01,7.819553312770385
PD238,A,N-HiTS,2025-08-01,8.595781140520891
PD238,A,N-HiTS,2025-09-01,9.119466993232932
PD238,A,N-HiTS,2025-10-01,8.434056730514127
PD238,A,N-HiTS,2025-11-01,7.01760529323483
PD238,A,N-HiTS,2025-12-01,6.4723941136873275
PD238,A,ETS,2025-01-01,5.209388750416886
PD238,A,ETS,2025-02-01,5.764374683595612
PD238,A,ETS,2025-03-01,5.376875588613753
PD238,A,ETS,2025-04-01,5.471868886072819
PD238,A,ETS,2025-05-01,5.409373072025881
PD238,A,ETS,2025-06-01,8.3543859589402
PD238,A,ETS,2025-07-01,8.129395635748429
PD238,A,ETS,2025-08-01,8.054388425549107
PD238,A,ETS,2025-09-01,8.516889631617154
PD238,A,ETS,2025-10-01,8.076891202326907
PD238,A,ETS,2025-11-01,6.701866681496811
PD238,A,ETS,2025-12-01,6.3043537772734854
PD238,A,Weighted Ensemble,2025-01-01,5.561935865226611
PD238,A,Weighted Ensemble,2025-02-01,6.208704556102555
PD238,A,Weighted Ensemble,2025-03-01,5.838403283470638
PD238,A,Weighted Ensemble,2025-04-01,5.348899558442438
PD238,A,Weighted Ensemble,2025-05-01,6.192305195790788
PD238,A,Weighted Ensemble,2025-06-01,8.19697156458022
PD238,A,Weighted Ensemble,2025-07-01,8.056493232999076
PD238,A,Weighted Ensemble,2025-08-01,8.23945433394441
PD238,A,Weighted Ensemble,2025-09-01,8.54556441880219
PD238,A,Weighted Ensemble,2025-10-01,8.111982644416464
PD238,A,Weighted Ensemble,2025-11-01,6.93192680493685
PD238,A,Weighted Ensemble,2025-12-01,6.901298137363109
PD238,B,SARIMA,2025-01-01,5.778842861506515
PD238,B,SARIMA,2025-02-01,6.12394465909084
PD238,B,SARIMA,2025-03-01,5.906201921327849
PD238,B,SARIMA,2025-04-01,6.494647967599812
PD238,B,SARIMA,2025-05-01,5.8057095241703855
PD238,B,SARIMA,2025-06-01,8.594771178272385
PD238,B,SARIMA,2025-07-01,8.935229343754576
PD238,B,SARIMA,2025-08-01,8.780787358161566
PD238,B,SARIMA,2025-09-01,8.113296062557074
PD238,B,SARIMA,2025-10-01,8.23293988701326
PD238,B,SARIMA,2025-11-01,7.004529261875271
PD238,B,SARIMA,2025-12-01,7.371969053926935
PD238,B,Prophet,2025-01-01,5.323731878288124
PD238,B,Prophet,2025-02-01,5.865490213160788
PD238,B,Prophet,2025-03-01,5.70425693820824
PD238,B,Prophet,2025-04-01,6.030874784378327
PD238,B,Prophet,2025-05-01,5.838051756758137
PD238,B,Prophet,2025-06-01,8.151444362486318
PD238,B,Prophet,2025-07-01,8.23679664995122
PD238,B,Prophet,2025-08-01,8.285430734004878
PD238,B,Prophet,2025-09-01,7.91405219733351
PD238,B,Prophet,2025-10-01,8.308843616334974
PD238,B,Prophet,2025-11-01,6.611436866764714
PD238,B,Prophet,2025-12-01,6.707076376699208
PD238,B,XGBoost,2025-01-01,6.348321914672852
PD238,B,XGBoost,2025-02-01,4.801069259643555
PD238,B,XGBoost,2025-03-01,4.724440574645996
PD238,B,XGBoost,2025-04-01,5.1944580078125
PD238,B,XGBoost,2025-05-01,4.511674404144287
PD238,B,XGBoost,2025-06-01,7.021078586578369
PD238,B,XGBoost,2025-07-01,7.869643688201904
PD238,B,XGBoost,2025-08-01,7.77778959274292
PD238,B,XGBoost,2025-09-01,7.608409404754639
PD238,B,XGBoost,2025-10-01,7.621229648590088
PD238,B,XGBoost,2025-11-01,6.677990913391113
PD238,B,XGBoost,2025-12-01,7.06663179397583
PD238,B,N-HiTS,2025-01-01,4.5241336062045905
PD238,B,N-HiTS,2025-02-01,4.791343354391541
PD238,B,N-HiTS,2025-03-01,4.89993109818298
PD238,B,N-HiTS,2025-04-01,5.267706155079978
PD238,B,N-HiTS,2025-05-01,5.047596430063827
PD238,B,N-HiTS,2025-06-01,6.437269800143664
PD238,B,N-HiTS,2025-07-01,7.815193306364821
PD238,B,N-HiTS,2025-08-01,8.560034409171001
PD238,B,N-HiTS,2025-09-01,7.967079777238073
PD238,B,N-HiTS,2025-10-01,7.77735774460984
PD238,B,N-HiTS,2025-11-01,6.627303208121284
PD238,B,N-HiTS,2025-12-01,6.811979319404574
PD238,B,ETS,2025-01-01,5.986594109701703
PD238,B,ETS,2025-02-01,6.24082893085175
PD238,B,ETS,2025-03-01,5.960850552626598
PD238,B,ETS,2025-04-01,6.334161922298108
PD238,B,ETS,2025-05-01,6.3757662437916425
PD238,B,ETS,2025-06-01,8.538149640638617
PD238,B,ETS,2025-07-01,8.65632807212762
PD238,B,ETS,2025-08-01,8.830292363514527
PD238,B,ETS,2025-09-01,8.407551270563662
PD238,B,ETS,2025-10-01,8.715597865481614
PD238,B,ETS,2025-11-01,7.236926846059516
PD238,B,ETS,2025-12-01,7.211548641419633
PD238,B,Weighted Ensemble,2025-01-01,5.806135165974545
PD238,B,Weighted Ensemble,2025-02-01,5.746581779219882
PD238,B,Weighted Ensemble,2025-03-01,5.575999241931784
PD238,B,Weighted Ensemble,2025-04-01,6.073702239238038
PD238,B,Weighted Ensemble,2025-05-01,5.504623694393214
PD238,B,Weighted Ensemble,2025-06-01,8.11343699606876
PD238,B,Weighted Ensemble,2025-07-01,8.514270359871787
PD238,B,Weighted Ensemble,2025-08-01,8.42322545559008
PD238,B,Weighted Ensemble,2025-09-01,7.945264833737718
PD238,B,Weighted Ensemble,2025-10-01,8.10507689962674
PD238,B,Weighted Ensemble,2025-11-01,6.832799208900104
PD238,B,Weighted Ensemble,2025-12-01,7.1404368285483795
